job_link,job_title,company,search_country,search_city,job_level,job_type,job_skills
https://www.linkedin.com/jobs/view/revenue-cycle-specialist-prior-authorization-at-prism-vision-group-3802681738,Revenue Cycle Specialist (Prior Authorization),PRISM Vision Group,United States,Hillsborough,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/registration-representative-prn-at-methodist-health-system-3672793987,REGISTRATION REPRESENTATIVE - PRN,Methodist Health System,United States,Dallas,Mid senior,Onsite,"Communication, Collaboration, Patient care, Data collection, Medical information, Patient experience, Teamwork, Professional growth, High school diploma, 2 years of experience, 1 year of admitting experience"
https://www.linkedin.com/jobs/view/construction-superintendent-at-conant-company-inc-3805573303,Construction Superintendent,"Conant Company, Inc.",United States,West Covina,Mid senior,Onsite,"Construction Management, Procore, Bluebeam, Scheduling Software, Leadership Qualities, Negotiation Skills, DeadlineOriented, DetailOriented, SafetyMinded, OSHA 10/30, Construction, Project Management, Resource Allocation"
https://www.linkedin.com/jobs/view/rn-registered-nurse-registered-nurse-cardiology-at-ascension-health-at-health-ecareers-3805703381,RN Registered Nurse - Registered Nurse - Cardiology at Ascension Health,Health eCareers,United States,Oak Park,Mid senior,Onsite,"Nursing, CPR, BLS, Patient care, Michigan Board of Nursing"
https://www.linkedin.com/jobs/view/licensed-practical-nurse-lpn-franconia-nh-at-tillotek-staffing-solutions-3738305095,"Licensed Practical Nurse (LPN) - Franconia, NH",Tillotek Staffing Solutions,United States,New Hampshire,Associate,Onsite,"Licensed Practical Nurse (LPN) license, High school diploma, CPR certification, Communication skills, Compassion, Attention to detail, Organizational skills, Teamwork, Nursing care, Monitoring patient vital signs, Patient assessments, Wound care, Medication administration, Collaboration with healthcare team, Patient education, Compliance with healthcare regulations"
https://www.linkedin.com/jobs/view/senior-therapist-radiation-qualifies-for-a-sign-on-bonus-at-beth-israel-lahey-health-3645954244,Senior Therapist - Radiation (Qualifies for a Sign on Bonus),Beth Israel Lahey Health,United States,Beverly,Mid senior,Onsite,"Radiation therapy, Patient care, Leadership, Quality assurance, Incident reporting, Continuing education, ARRT certification, Massachusetts license in Radiation Therapy, CAHEA accredited educational program"
https://www.linkedin.com/jobs/view/assistant-nurse-manager-clinical-decision-unit-med-surg-tele-at-cleveland-clinic-3747461299,Assistant Nurse Manager - Clinical Decision Unit/ Med Surg Tele,Cleveland Clinic,United States,Florida,Mid senior,Onsite,"Nursing, Patient care, Clinical supervision, Communication, Collaboration, Patient admitting, Patient discharge, Patient transfer, Clinical evaluations, Performance management, Employee counseling, Performance appraisal, Quality improvement, Research, Education, Orientation, Inservice education, Registered Nurse (RN), Basic Life Support (BLS), ONS Chemo/Bio course, ACLS, PALS, TNCC, ENPC, VARN, CRNI, VABC, Critical thinking, Decisive judgment, Stressful environment, Clinical nurse experience, Manual dexterity, Eyehand coordination, Hearing, Vision, Personal protective equipment"
https://www.linkedin.com/jobs/view/rn-registered-nurse-24048930expplat-at-travelnursesource-3797140632,RN - Registered Nurse - 24048930EXPPLAT /,TravelNurseSource,United States,Virginia Beach,Mid senior,Onsite,"ER/Trauma RN, Nursing, Professionalism, Driver's License, Health Insurance, Dental Insurance, Vision Insurance, Housing Options, Life Insurance, Disability Insurance, 401(k), Certification Reimbursement, Licensure Reimbursement, Referral Bonus Program, Weekly Direct Deposit, 24/7 Support"
https://www.linkedin.com/jobs/view/h2b-f-b-supervisor-out-of-country-returning-worker-h2b-s-only-at-davidson-hospitality-group-3807052178,"H2B F&B Supervisor *Out of Country ""Returning Worker"" H2B's only",Davidson Hospitality Group,United States,Michigan,Mid senior,Onsite,"Hospitality, Food and Beverage Service, Food Safety, Hygiene Practices, Table Clearing, Customer Service, Leadership, Team Management, Inventory Management, Cost Control, Communication Skills, Interpersonal Skills, Problem Solving, Multitasking, Cash Handling, POS Systems, Microsoft Office, Food Safety and Hygiene Practices, Fine Dining, HighVolume Environment, HighEnd Restaurant, Resort, Private Club, Customer Orders, Private Events, Banquets, CPR, TIPS, Serve Safe Certification, Flexible Hours, Nights, Weekends, Holidays"
https://ca.linkedin.com/jobs/view/product-manager-contract-at-napoleon-3782069135,Product Manager (contract),Napoleon,Canada,Barrie,Mid senior,Onsite,"Product Management, Business Analysis, Market Research, Project Management, Strategic Planning, Sales and Marketing, Crossfunctional Collaboration, Product Development and Launch, Product Lifecycle Management, Product Portfolio Management, Product Roadmap, Competitive Analysis, Customer Requirements, Forecasting and Budgeting, ProblemSolving, DecisionMaking, Team Leadership, Communication and Presentation Skills, Technical Negotiation, Strategic Thinking, Time Management, Microsoft Office Suite, ERP Systems, Adobe Suite, Bachelor's Degree in Business Finance Marketing or equivalent, 13 years of experience in Product Management, Experience working in collaborative crossfunctional teams, Experience in business case analysis commercial issues profit and loss analysis, Strong communication and interpersonal skills, Strategic thinking and planning skills, Evidence of strategic thinking planning and project management skills, Sound knowledge of business and management principles and practices"
https://www.linkedin.com/jobs/view/lead-sales-associate-ft-at-dollar-general-3582503806,LEAD SALES ASSOCIATE-FT,Dollar General,United States,Cedar Rapids,Mid senior,Onsite,"Cash register operations, Inventory management, Customer service, Communication skills, Safety protocols, Knowledge of planograms, Mathematical calculations, Cash handling procedures, Knowledge of facility safety control, High school diploma, Supervisory experience, Ability to drive, Ability to lift heavy objects, Ability to work in fastpaced environment, Ability to work in various weather conditions, Ability to travel"
https://ca.linkedin.com/jobs/view/wireless-sales-consultant-st-john-s-kelsey-drive-434-full-time-at-staples-canada-3790397346,Wireless Sales Consultant - St.John`s / Kelsey Drive (434) Full-Time,Staples Canada,Canada,Newfoundland and Labrador,Mid senior,Onsite,
https://uk.linkedin.com/jobs/view/graduate-sales-recruitment-consultant-at-ecocareers-3796492724,Graduate Sales Recruitment Consultant,ecocareers,United Kingdom,Newport,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/registered-nursing-rn-long-term-care-skilled-nursing-facility-at-careerstaff-unlimited-at-health-ecareers-3801751487,Registered Nursing- RN - Long Term Care/Skilled Nursing Facility at CareerStaff Unlimited,Health eCareers,United States,Emmitsburg,Mid senior,Onsite,"Nursing, BLS, RN license, Healthcare training, Customer service, Public relations, Detail orientation, Flexibility, Team work, Professionalism, Compassion"
https://uk.linkedin.com/jobs/view/health-and-safety-advisor-co-ordinator-at-eden-brown-built-environment-3737940613,Health and Safety Advisor / Co-Ordinator,Eden Brown Built Environment,United Kingdom,Slough,Mid senior,Onsite,"Health and Safety Advisor, NEBOSH General Certificate, NEBOSH Construction Certificate, Site Manager Safety Training Scheme, Face fit tester, CISRS Basic Scaffolding inspector, Fire Marshal, First Aider, Project Lead, Site inductions, Toolbox talks, Site notice boards, Complaints log, Inspection records, Training records, Risk assessments, Method statements, Near miss and incident records, HAVS records, PPE stores, Subcontractor risk assessments, COSHH, Fire and First Aid coordinators, Fire management plan, Traffic management plan, Waste management plan, Plant equipment and ladder inspections, Eden Brown"
https://www.linkedin.com/jobs/view/1st-shift-production-supervisor-at-aerotek-3806753227,1st Shift Production Supervisor,Aerotek,United States,Pomona,Mid senior,Onsite,"Production, Supervision, Employee development, Supervisory skills, Kaizen, Motivation, Scheduling, Shop operations, Time management, Communication, Microsoft Office, English language, Leadership, High School diploma, Intermediate Experience, Bilingual"
https://ca.linkedin.com/jobs/view/conseiller-sant%C3%A9-et-s%C3%A9curit%C3%A9-au-travail-construction-jc-at-totem-talent-recruiter-3688966081,Conseiller Santé et Sécurité au Travail - Construction (JC),TOTEM talent recruiter,Canada,Cap-de-la-Madeleine,Mid senior,Onsite,"Health and Safety, Construction, Regulatory Compliance, Risk Management, Safety Protocols, Communication, Leadership, Team Collaboration, Analytical Skills, Autonomy, Organization, Construction Industry Experience, Occupational Health and Safety Training, ASP Construction Health and Safety on Construction Sites Course, Valid Driver's License, Knowledge of Quebec Legislation and Construction Site Safety Code, Microsoft Office Suite (Outlook Word Excel), French Proficiency (Oral and Written)"
https://www.linkedin.com/jobs/view/bmfo-accountant-at-citrin-cooperman-3792451184,BMFO Accountant,Citrin Cooperman,United States,Burbank,Mid senior,Onsite,"Business Management, Accounting, Finance, Quickbooks, Agilink, Datafaction, Microsoft Office, Bank reconciliation, Cash flow report, Credit Card expense analysis, Client service, Strong attention to detail, Multitasking, Communication, Bachelor's degree in Business (Accounting Finance Business Management), Outstanding written verbal and interpersonal skills, Ability to multitask and shift focus, Hybrid flex and remote work"
https://www.linkedin.com/jobs/view/albany-area-acute-care-registered-nurse-rn-at-fresenius-medical-care-north-america-3801618356,Albany Area Acute Care Registered Nurse - RN,Fresenius Medical Care North America,United States,Cohoes,Mid senior,Onsite,"Nursing, Hemodialysis, Patient Care, Clinical Assessment, Treatment Planning, Medication Administration, Emergency Response, Staff Training, Laboratory Procedures, Interdisciplinary Collaboration, Transplant Modality Awareness, CPR BLS Certification, Nephrology Nursing, Chronic/Acute Hemodialysis, Medical Record Documentation, Patient Education, Quality Improvement, Team Leadership, Nursing Licensure"
https://uk.linkedin.com/jobs/view/senior-piping-engineer-at-wood-3758417699,Senior Piping Engineer,Wood,United Kingdom,Aberdeen,Mid senior,Onsite,"Process Ownership, Compliance, DisciplineSpecific Procedures, Continuous Improvement, Incident Investigations, Subject Matter Expertise, Technical Competence, Professional Development, Knowledge of Regulatory Framework, Proficiency in Scope Definition, BSc or BEng, HND, Offshore Certification"
https://www.linkedin.com/jobs/view/clinical-nurse-manager-rn-at-healogics-inc-at-health-ecareers-3791496201,"Clinical Nurse Manager (RN) at Healogics, Inc",Health eCareers,United States,Bellevue,Mid senior,Onsite,"Wound Care, Clinical Nurse Management, Hyperbaric Oxygen Therapy, RN License, Associate's Degree in Nursing, Bachelor's Degree in Nursing, Patient Assessment, Clinical Oversight, Case Management, Quality Improvement, Collaboration, ANCC Accreditation, Competency Program, Tuition Reimbursement"
https://www.linkedin.com/jobs/view/senior-procurement-agent-at-path-engineering-3795888635,Senior Procurement Agent,Path Engineering,United States,Beaverton,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/volunteer-multimedia-consultant-for-hunter-memorial-mural-at-taproot-foundation-3803725800,Volunteer Multimedia Consultant for Hunter Memorial Mural,Taproot Foundation,United States,Garland,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/25b-information-technology-specialist-at-jobsinlogistics-com-3806184497,25B Information Technology Specialist,JobsInLogistics.com,United States,Watts,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/property-manager-at-bam-management-3799963243,Property Manager,BAM Management,United States,Carmel,Mid senior,Onsite,"Property Management, Budgeting, Financial Management, Marketing, Customer Service, Supervision, Communication, Teamwork, Data Analysis, ProblemSolving, Microsoft Office Suite, Property Management Software, Regulatory Compliance, Real Estate Law, Fair Housing Laws, Property Maintenance, Resident Relations, MultiFamily Residential Property Management, Class B+ Assets, PCBased Word Processing, Spreadsheet Software"
https://www.linkedin.com/jobs/view/full-time-head-cashier-day-at-lowe-s-companies-inc-3804711763,Full Time - Head Cashier - Day,"Lowe's Companies, Inc.",United States,El Dorado,Mid senior,Onsite,"Customer service, Retail technology, Cashier experience, Sales license, Supervisory experience, Shoplifting detection, Computer skills, Physical ability, Lifting ability"
https://www.linkedin.com/jobs/view/store-manager-at-steve-madden-3678883072,Store Manager,Steve Madden,United States,Fort Walton Beach,Mid senior,Onsite,"Retail Operations, Staffing, Coaching, Counseling, Merchandising, Inventory Control, Store Budget Preparation, Loss Prevention, Sales, Customer Service, Training, Visual Merchandising, Inventory Management, Store Administration, Cleaning Duties, Organizational Skills, POS System, Flexible Schedule, High School Diploma, Excellent Organizational Skills, Strong Verbal and Written Communication Skills, Knowledge of Retail Operations, Ability to work a Flexible Schedule, Understanding of How to Develop Staff"
https://www.linkedin.com/jobs/view/rn-peds-residency-mercy-st-louis-at-mercy-3710291473,RN Peds Residency- Mercy St. Louis,Mercy,United States,Missouri,Mid senior,Onsite,"Nursing Degree, Bachelor of Science in Nursing, Registered Nurse (RN) license, Basic Life Support (BLS) certification, American Heart Association (AHA), Compassion, Professionalism, Advocacy, Collaboration, Excellence in care"
https://www.linkedin.com/jobs/view/capital-delivery-engineering-leader-mechanical-at-owens-corning-3771400816,"Capital Delivery Engineering Leader, Mechanical",Owens Corning,United States,Hopewell,Mid senior,Onsite,"Capital Delivery Project Leader, Roofing, Manufacturing Facilities, Project Management, Mechanical Equipment, Process Equipment, Shingles, Fiber Glass Mat, Safety Standards, Project Scopes, CostBenefit Analysis, Electrical Codes, Process StartUp, Troubleshooting, Combustion/Environmental Emission Controls, Overall Equipment Effectiveness (OEE), Engineering Management of Change (MOC), Lean Certification, Six Sigma Belt, AutoCAD Design Software, SolidWorks Software, Communication Skills, Collaboration, Leadership, Mechanical Engineering, Industrial Hardware, Electrical Codes, Mechanical and Chemical Processes, Software Development, Factory Acceptance Testing (FAT), Equipment Checkout, Debugging, Commissioning, Project Prioritization, Sustainability, Composites, Insulation"
https://www.linkedin.com/jobs/view/automotive-customer-service-advisor-at-pep-boys-3773789318,Automotive Customer Service Advisor,Pep Boys,United States,Garland,Mid senior,Onsite,"Customer service, Sales, Automotive service, Computer skills, Communication skills, Mathematical skills, Cash handling, Work order processing, Register transactions, Vehicle inspections, Outside Purchase (OP) ordering, Safety procedures, Company policies and procedures, High school diploma or equivalent, Valid Driver's License, One year of automotive service experience, One year of sales experience (preferred), Basic mathematical skills, Ability to apply mathematical formulas, Strong verbal communication skills, Strong customer service skills, Ability to work Days Nights Weekends Holidays, Ability to lift carry and place merchandise up to 50 pounds, Ability to stand and walk for long periods of time, Ability to reach overhead and below the knees, Ability to climb up and down ladders, Ability to communicate effectively in person by telephone or by using telecommunications equipment, Ability to enter and locate information on computer, Ability to present information to small and large groups, Ability to visually verify information, Ability to safely operate a motor vehicle"
https://www.linkedin.com/jobs/view/customer-service-representative-at-circle-k-3615884336,Customer Service Representative,Circle K,United States,Casa Grande,Mid senior,Onsite,"Customer service, Communication, Teamwork, Problemsolving, Retail experience, Sales experience, Cashiering experience, High school diploma, Motivation, Ability to stand and walk for long periods, Ability to lift and carry heavy objects, Ability to push pull and bend, Ability to grasp reach and manipulate objects, Ability to climb a ladder"
https://www.linkedin.com/jobs/view/restaurant-assistant-manager-at-huddle-house-3806002236,Restaurant Assistant Manager,Huddle House,United States,Mount Pleasant,Mid senior,Onsite,"Restaurant operations, Communication, Shift work, ServSafe Certification, POS systems, Back of house functions, Front of house operations"
https://www.linkedin.com/jobs/view/general-manager-bt6-at-leap-brands-3787738017,General Manager - BT6,Leap Brands,United States,Florida,Mid senior,Onsite,"Leadership, Team Management, Hospitality, Culinary Knowledge, Menu Planning, Customer Service, Communication, Scheduling, Budgeting, Inventory Management, Event Planning, Adaptability, ProblemSolving, Creative Thinking, Feedback Analysis, Teamwork, Attention to Detail"
https://www.linkedin.com/jobs/view/xfinity-retail-sales-consultant-at-xfinity-store-by-comcast-3801656567,Xfinity Retail Sales Consultant,XFINITY Store by Comcast,United States,Worcester,Mid senior,Onsite,"Customer service, Sales, Product demonstration, Customer onboarding, Operational and administrative tasks, Retail operational policies and procedures, Training and development, Flexible schedule, Physical ability, High school diploma or GED, Relevant work experience, Commission, Bonus, Benefits"
https://www.linkedin.com/jobs/view/secret-cleared-business-analyst-at-latitude-inc-3787725881,Secret cleared Business Analyst,Latitude Inc,United States,Virginia,Mid senior,Onsite,"Microsoft Office 365, Microsoft Teams, SharePoint Online, SharePoint 2016/2019, Microsoft PowerPoint, Project Management, Requirements Gathering, Customer Engagement, Documentation, DoD Secret Security Clearance, Project Management Professional (PMP), Agile Methodology, Business Analysis, Solution Development, Stakeholder Management, Microsoft Project, Knowledge Management, Records Management, SharePoint Site Owner, SharePoint Site Collection Administrator, Microsoft Project Web Administrator"
https://www.linkedin.com/jobs/view/superintendent-at-trulyhired-3802051249,Superintendent,TrulyHired,United States,Kentucky,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/senior-flutter-developer-at-jefferson-frank-3767428418,Senior Flutter Developer,Jefferson Frank,United States,Compton,Mid senior,Onsite,"Flutter, Dart, State Management, Atomic Development, Mobile Development, iOS, Android, UI Design, Performance Optimization, Scalability, APIs, Thirdparty Libraries, SDKs, GitHub Actions, Firebase"
https://www.linkedin.com/jobs/view/department-supervisor-at-the-home-depot-3729194378,Department Supervisor,The Home Depot,United States,Lake Wales,Mid senior,Onsite,"Customer service, Product knowledge, Operational knowledge, Leadership, Training, Coaching, Development, Merchandising, Decisionmaking, Problemsolving, Communication, Teamwork, Attention to detail, Organization, Time management, Flexibility, Adaptability, Strong work ethic"
https://www.linkedin.com/jobs/view/health-coach-pre-review-nurse-at-community-health-systems-3796075264,Health Coach/Pre-Review Nurse,Community Health Systems,United States,Naples,Mid senior,Onsite,"Healthcare, Clinical, Patient Care, Quality Assurance, Disease Registry, Process Improvement, Outcome Performance, CMA, RMA, LPN, BLS, High School Diploma, A.A/A.S Degree"
https://www.linkedin.com/jobs/view/field-service-technician-senior-rotator-in-pecos-tx-usa-at-energy-jobline-3789411371,"Field Service Technician Senior - Rotator in Pecos, TX, USA",Energy Jobline,United States,Texas,Mid senior,Onsite,"Field Service, Maintenance, Repair, Gas Compression, Process Equipment, Health, Safety, Environmental Procedures, Computer Skills, Vendor"
https://www.linkedin.com/jobs/view/automotive-sales-consultant-chevy-at-johnson-motors-johnson-ford-3771738065,Automotive Sales Consultant Chevy,Johnson Motors & Johnson Ford,United States,Troy,Mid senior,Onsite,"Teamwork, Career development, Training, Leadership, Customer service, Communication, Problemsolving, Negotiation, Sales, Automotive"
https://www.linkedin.com/jobs/view/academic-general-neurologist-at-amn-healthcare-physician-solutions-3578432101,Academic General Neurologist,AMN Healthcare Physician Solutions,United States,New Mexico,Mid senior,Onsite,"Neurology, Movement Disorders, Multiple sclerosis, Epilepsy, Neuroimaging, Magnetoencephalography (MEG), Neurosurgery, Clinical Neurosciences Center, Clinical and Translational Science Center, Bicycling, Craft breweries, International airport, Mild climate, Four distinct seasons, Very low humidity"
https://uk.linkedin.com/jobs/view/sales-executive-health-information-systems-m-f-new-healthcare-company-at-3m-3730407764,Sales Executive ( Health Information Systems) ( m/f*) (New Healthcare Company),3M,United Kingdom,Derby,Mid senior,Onsite,"Speech Recognition, Artificial Intelligence, Natural Language Understanding, 3M M*Modal, Healthcare IT software solutions, Healthcare, HealthTech, Transformation Leaders, CSuite executives, Sales, Account Management, Presentation and educational skills, Influencing skills, Relationship building skills, Business acumen, Strategic thinking, Bachelor's degree in healthcare or IT"
https://www.linkedin.com/jobs/view/home-sales-inspector-at-rollins-inc-3799878575,Home Sales Inspector,"Rollins, Inc.",United States,Temple,Mid senior,Onsite,"Sales skills, Termite protection services, High school diploma, Valid driver's license, Good driving record, Ability to pass drug screen and background check, Pesticide license/certification, Ability to work independently, Ability to interact with customers, Ability to meet physical job requirements, Ability to use a ladder safely, Ability to lift and carry up to 50 lbs, Ability to access crawl spaces attics and confined spaces, Ability to wear personal protective equipment, Willingness to work in different types of weather conditions"
https://www.linkedin.com/jobs/view/principal-software-engineer-ml-accelerators-at-aurora-3703455068,"Principal Software Engineer, ML Accelerators",Aurora,United States,El Cerrito,Mid senior,Onsite,"C++, Python, PyTorch, TensorFlow, MXNet, CUDA, OpenCL, OpenVX, Halide, SIMD programming models, MLspecific accelerators, Linux/unix environments, Deep learning frameworks, Computer vision deep learning models, ML software and hardware technology, Inference on edge platforms, Cloud ML training pipelines, HPC experience, Performance troubleshooting, Profiling, Roofline model, Analytical skills, Communication skills"
https://www.linkedin.com/jobs/view/food-captain-at-circle-k-3791476486,Food Captain,Circle K,United States,Baytown,Mid senior,Onsite,"Customer service, Foodservice industry, Food safety, Food Manager Certification, Leadership, Communication, Collaboration, Organization, Training, Food preparation, Food rotation, Shrink management, Planogram, ServSafe, NRFSP, English, French, FIFO, BUQAS"
https://www.linkedin.com/jobs/view/registered-nurse-at-gentiva-3778846123,Registered Nurse,Gentiva,United States,Birmingham,Mid senior,Onsite,"Hospice RN, Case Manager, Medical, Dental, Vision, Telemedicine, Type 2 Diabetes Management, Joint and Spine Program, Paid Time Off, Paid Holidays, FSA, HSA, 401(k), Continuing Education, Tuition Program, Life Insurance, Disability Insurance, Referral Bonus, Mileage Reimbursement, Financial Assistance, Direct Patient Care, Palliative Care, Oncology, Interdisciplinary Collaboration, Quality Assessment, Performance Improvement, Compassion, Empathy, Flexibility, Composure, CPR, Current Driver's License, Automobile Insurance"
https://www.linkedin.com/jobs/view/25b-information-technology-specialist-at-jobsinlogistics-com-3806182281,25B Information Technology Specialist,JobsInLogistics.com,United States,Vermont,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/senior-credit-risk-oversight-manager-2lod-secured-lending-at-galileo-financial-technologies-3803040731,"Senior Credit Risk Oversight Manager (2LOD), Secured Lending",Galileo Financial Technologies,United States,Norristown,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/food-service-worker-at-jobs-for-humanity-3806382455,Food Service Worker,Jobs for Humanity,United States,New York,Mid senior,Onsite,
https://www.linkedin.com/jobs/view/lead-architectural-designer-residential-remodeling-at-merit321-launching-careers-3737452009,Lead Architectural Designer (Residential Remodeling),"Merit321, Launching Careers",United States,Alexandria,Associate,Onsite,"Architecture, Residential remodeling, Building codes, DMV permitting processes, Excel, Word, Outlook, 3D design software, Chief Architect, Design process, Design team, Conceptual drawings, Design development, Material selections, Structural drawings, Permit drawings, Design meetings, Quality control, Project sale"
https://www.linkedin.com/jobs/view/energy-consultant-at-sunrun-3581298314,Energy Consultant,Sunrun,United States,Long Branch,Mid senior,Onsite,"Communication Skills, Technology Skills, Resilience, SelfMotivation, Grit, IPAD, Computer, Software Applications, Health Insurance, Vision Insurance, Dental Insurance, 401K with Company Match, Employee Stock Purchase Program, Paid Training, PowerU  Sunrun’s 100% Tuition Reimbursement Program, Sales Commissions, Hourly Base Pay, Performance Incentives, Nike/Lululemon Sponsored Incentive Program, Internal Advancement Opportunities, Annual Bonus Eligibility, Short and Long Term Incentives, ProgramSpecific Awards, Employee Wellness Program, Life and Disability Insurance, Retirement Savings Plan, Paid Holidays, Paid Time Off (PTO)"
https://uk.linkedin.com/jobs/view/supply-chain-manager-at-united-living-group-3796376936,Supply Chain Manager,United Living Group,United Kingdom,Warrington,Mid senior,Onsite,"Supply Chain Management, Bachelor's degree, Telecommunications, Risk Management, Procurement Strategy, Negotiation, IT Skills, Microsoft Office, Excel, CIPS, Business Software, Analytical Mindset, Data Interpretation, Communication skills, Problem Solving, SelfMotivation, Time Management, Conflict Management, Leadership, Teamwork, Relationship Building, Microsoft Packages, Procurement Tools and Systems, Regulatory Compliance, Data Interpretation"
https://www.linkedin.com/jobs/view/mammography-technologist-primary-care-3176104-at-metro-associates-3802112892,MAMMOGRAPHY TECHNOLOGIST / PRIMARY CARE - 3176104,Metro Associates,United States,Corydon,Mid senior,Onsite,"Mammography, ARRT certification, Radiography, Indiana xray license, MQSA requirements, 2D screening mammography, 3D screening mammography, QC testing, Data entry, Mammography tracking documentation, Customer service, Patient care, 2D modality experience, 3D modality experience, Lifting heavy objects"
https://www.linkedin.com/jobs/view/beauty-advisor-inside-sales-sally-beauty-02639-at-sally-beauty-3702781641,Beauty Advisor (Inside Sales) Sally Beauty 02639,Sally Beauty,United States,Pensacola,Mid senior,Onsite,"Sales, Customer service, Communication, Product knowledge, Hair care, Cosmetics, Skin care, Nails, Loyalty programs, Cash handling, Inventory management, Physical exertion, Lifting, Standing, Walking, Bending, Crouching, Stooping, Stretching, Reaching, Exposure to chemicals"
https://www.linkedin.com/jobs/view/project-manager-at-epic-3552862864,Project Manager,Epic,United States,Oxnard,Associate,Onsite,"Project Management, Software Implementation, Healthcare, Epic Software, Hospital Leadership, EndUser Training, DecisionMaking, Autonomy, Communication, Coordination, Support, Bachelor's Degree, Willingness to Travel, US Work Eligibility, COVID19 Vaccination, Academic Success, Professional Success, Relocation to Madison WI Area"
https://www.linkedin.com/jobs/view/produce-commissary-maintenance-manager-at-hy-vee-inc-3797787302,Produce Commissary Maintenance Manager,"Hy-Vee, Inc.",United States,Iowa,Mid senior,Onsite,"Preventative Maintenance, Maintenance, Facilities, Equipment, Troubleshooting, Control Systems, CMMS, Good Manufacturing Practices (GMP), SQF standards, Forklifts, Pallet Jacks, Bulldozers, Ladders, Hand Tools, Safety Regulations, OSHA"
https://www.linkedin.com/jobs/view/veterinarian-oncologist-at-carolina-animal-specialty-emergency-3671865514,Veterinarian - Oncologist,Carolina Animal Specialty & Emergency,United States,North Carolina,Associate,Onsite,"Veterinary medicine, Oncology, Residencytrained or boardcertified, Computed tomography, Fluoroscopy, Digital radiology, Colorflow doppler ultrasound, I131 therapy, Minimally invasive surgical equipment, Comprehensive surgical instrumentation, Veterinary technicians, Support staff, Medical insurance, Dental insurance, Vision insurance, 401k with company match, 529 Gift of college plans, Paid time off, Moving Expense Reimbursement, Continuing education allowance, Strong network of veterinary professionals"
https://www.linkedin.com/jobs/view/team-lead-customer-service-at-whizz-3779327266,Team Lead - Customer Service,Whizz,United States,Eastchester,Mid senior,Onsite,"Leadership, Customer Service, Communication (written and verbal), Conflict Resolution, Team Management, Training and Development, Office Suite (Microsoft), Google Suite (Sheets), Multitasking, Adaptability"
https://www.linkedin.com/jobs/view/human-resources-manager-at-guardian-healthcare-3799768011,Human Resources Manager,Guardian Healthcare,United States,Saint Augustine,Mid senior,Onsite,"Human resources, Payroll, Benefits, Employee relations, Training, Compliance, Data maintenance, Talent acquisition, Screening, Interviews, Onboarding, Time administration, Reporting, Inquiries, Organizational skills, Office experience, Longterm care facility experience"
https://www.linkedin.com/jobs/view/omaha-cpa-far-tutor-at-varsity-tutors-a-nerdy-company-3796527340,Omaha CPA FAR Tutor,"Varsity Tutors, a Nerdy Company",United States,Nebraska,Mid senior,Onsite,"CPA FAR, Online Tutoring, SubjectMatter Expertise, Communication Skills, Personalization, 1on1 Online Tutoring, Small Group Classes, Large Live Classes, Instant Tutoring, Online Platform, Live Learning Platform, Adaptive Assessments, Invoice"
https://www.linkedin.com/jobs/view/group-leader-critical-infrastructure-assessments-and-informed-with-security-clearance-at-clearancejobs-3789767169,Group Leader - Critical Infrastructure Assessments and Informed with Security Clearance,ClearanceJobs,United States,Boston,Mid senior,Onsite,"Cybersecurity, Infrastructure Security, Crosssector Cyber Information Sharing, Threat Informed Cyber Defense, Risk Assessment and Analysis, Federal Cyber Operations and Cyber Services, ICS Security Research, Insider Threat Framework, UAS and CUAS Operations, Performance and Development Conversations, Mentoring and Coaching, Diversity of Opinion and Encourage Diversity, Upward Feedback, Addressing Concerns, Innovative Solutions, Recruiting and Hiring, External and Internal Engagement, Leadership Team Building and Guidance, Strong Communications and Interpersonal Skills, Experience in Growing and Mentoring Teams, Task Project or Staff Leadership Experience, Matrixed Organization, Secret Clearance, Top Secret Clearance, Hybrid Work Location, Equal Opportunity Employer"
https://uk.linkedin.com/jobs/view/pipework-and-pipeline-inspector-in-immingham-uk-at-energy-jobline-3800057237,"Pipework and Pipeline Inspector in Immingham, UK",Energy Jobline,United Kingdom,Kingston upon Hull,Mid senior,Onsite,"Pipe Inspection, Pipeline Inspection, COMAH Regulations, API 570, Project Planning, Capital Works, Mechanical HNC level 23"
https://au.linkedin.com/jobs/view/clinical-manager-north-brisbane-at-redstone-recruitment-3799022900,Clinical Manager - North Brisbane,Redstone Recruitment,Australia,Healesville,Mid senior,Onsite,"Clinical Care, Leadership, ANACC, Accreditation Standards, Communication, Organization, Change Management, Care Staff Management, Mentoring, Quality Improvement, Aged Care Management"
